feedback_text,risk_label,help_needed
"Some concepts are harder to retain, but I'm using flashcards and re-reading to manage.",medium,no
I feel somewhat confident but have lingering doubts on two or three key topics.,medium,yes
"The difficulty varies across topics, but I'm managing the workload through careful planning.",medium,no
"The course is moderately tough, but I'm staying on top of it with discipline.",medium,no
"The difficulty varies across topics, but I'm managing the workload through careful planning.",medium,no
"Progress is good, but having recorded lecture summaries would be a helpful revision tool.",low,yes
"I'm facing some difficulty in certain areas, though I'm using online resources to bridge gaps.",medium,no
The course design helps me stay organized and on track with my studies.,low,no
I've been able to follow everything so far and feel ahead of where I expected to be.,low,no
The expectations and the support don't feel aligned — I'd really appreciate additional help.,high,yes
"The difficulty spikes in parts, but I've been managing through careful independent study.",medium,no
"I'm navigating some uncertainty in a few modules, but I prefer to resolve it myself first.",medium,no
I haven't fully grasped the earlier topics and it's cascading into difficulty with newer ones.,high,yes
The workload feels slightly high some weeks and it's harder to stay on top of everything.,medium,yes
I'm struggling to keep up with a couple of units and would benefit from additional explanations.,medium,yes
"I'm following the course well, but clearer guidance on the final project scope would be helpful.",low,yes
"The course is well-run, but I'd find brief concept recap videos very useful between sessions.",low,yes
Some topics only made sense after I looked outside the course material — that's a gap I'd flag.,medium,yes
The course pace picks up in the second half — I'm adjusting my study schedule accordingly.,medium,no
I'm feeling very behind but I'm still hesitant about reaching out for formal support.,high,no
